challengeID,m1intmon,m1intyr,m1lenhr,m1lenmin,cm1twoc,cm1fint,cm1tdiff
807,-3,0,0,55,0,1,0
808,-3,0,0,45,0,1,0
809,-3,0,1,-3,0,1,0
810,-3,0,1,20,0,1,0
811,-3,0,1,-3,0,1,0
812,-3,0,1,20,0,1,0
813,-3,0,0,50,0,0,0
814,-3,0,0,42,0,1,0
815,-3,0,4,15,0,0,0
816,-3,0,2,-3,0,0,0
817,-3,0,0,24,0,0,0
818,-3,0,0,45,0,1,0
819,-3,0,0,45,0,1,0
820,-3,0,0,30,0,1,0
821,-3,0,0,50,0,0,0
822,-3,0,0,30,0,0,0
823,-3,0,-3,40,0,0,0
824,-3,0,1,-3,0,1,0
825,-3,0,0,45,0,0,0
826,-3,0,0,35,0,1,0
827,-3,0,1,0,0,0,0
828,-3,0,0,45,0,1,0
829,-3,0,0,30,0,1,0
830,-3,0,0,30,0,1,0
831,-3,0,-3,33,0,1,0
832,-3,0,0,35,0,1,0
833,-3,0,0,30,0,1,0
834,-3,0,0,30,0,1,0
835,-3,0,0,30,0,1,0
836,-3,0,0,40,0,1,0
837,-3,0,0,30,0,1,0
838,-3,0,0,30,0,1,0
839,-3,0,0,45,0,1,0
840,-3,0,0,40,0,1,0
841,-3,0,0,35,0,1,0
842,-3,0,0,34,0,0,0
843,-3,0,-3,45,0,1,0
844,-3,0,0,50,0,1,0
845,-3,0,0,45,0,1,0
846,-3,0,0,35,0,1,0
847,-3,0,0,25,0,1,0
848,-3,0,0,45,0,1,0
849,-3,0,-3,31,0,1,0
850,-3,0,1,0,0,1,0
851,-3,0,1,10,0,0,0
852,-3,0,-3,30,0,1,0
853,-3,0,0,25,0,1,0
854,-3,0,-3,-3,0,0,0
855,-3,0,0,30,0,0,0
856,-3,0,-3,-3,0,1,0
857,-3,0,0,45,0,1,0
858,-3,0,-3,25,0,1,0
859,-3,0,0,40,0,0,0
860,-3,0,1,0,0,1,0
861,-3,0,0,35,0,1,0
862,-3,0,-3,40,0,1,0
863,-3,0,0,40,0,1,0
864,-3,0,-3,30,0,1,0
865,-3,0,-3,45,0,1,0
866,-3,0,1,15,0,1,0
867,-3,0,0,30,0,0,0
868,-3,0,0,40,0,1,0
869,-3,0,0,40,0,1,0
870,-3,0,0,30,0,1,0
871,-3,0,1,10,0,1,0
872,-3,0,0,50,0,1,0
873,-3,0,4,0,0,1,0
874,-3,0,0,50,0,1,0
875,-3,0,0,45,0,1,0
876,-3,0,1,7,0,0,0
877,-3,0,0,55,0,1,0
878,-3,0,0,45,0,0,0
879,-3,0,0,35,0,1,0
880,-3,0,0,35,0,1,0
881,-3,0,0,40,0,0,0
882,-3,0,0,30,0,1,0
883,-3,0,-3,30,0,0,0
884,-3,0,0,30,0,0,0
885,-3,0,0,25,0,1,0
886,-3,0,0,30,0,1,0
887,-3,0,0,30,0,1,0
888,-3,0,-3,30,0,1,0
889,-3,0,0,40,0,0,0
890,-3,0,0,40,0,1,0
891,-3,0,0,45,0,0,0
892,-3,0,-3,58,0,1,0
893,-3,0,0,35,0,0,0
894,-3,0,0,45,0,1,0
895,-3,0,0,45,0,0,0
896,-3,0,-3,40,0,1,0
897,-3,0,0,35,0,0,0
898,-3,0,0,45,0,1,0
899,-3,0,1,5,0,1,0
900,-3,0,0,30,0,1,0
901,-3,0,0,45,0,1,0
902,-3,0,-3,35,0,1,0
903,-3,0,-3,32,0,1,0
904,-3,0,0,30,0,1,0
905,-3,0,0,45,0,1,0
906,-3,0,0,30,0,1,0
907,-3,0,-3,35,0,0,0
908,-3,0,0,25,0,1,0
909,-3,0,0,50,0,0,0
910,-3,0,-3,35,0,1,0
911,-3,0,0,35,0,1,0
912,-3,0,0,35,0,1,0
913,-3,0,1,23,0,0,0
914,-3,0,0,30,0,1,0
915,-3,0,1,15,0,1,0
916,-3,0,-3,25,0,0,0
917,-3,0,0,55,0,1,0
918,-3,0,-3,45,0,1,0
919,-3,0,0,50,0,1,0
920,-3,0,0,45,0,1,0
921,-3,0,-3,30,0,1,0
922,-3,0,-3,45,0,1,0
923,-3,0,0,34,0,1,0
924,-3,0,0,36,0,1,0
925,-3,0,0,30,0,1,0
926,-3,0,1,5,0,0,0
927,-3,0,0,40,0,1,0
928,-3,0,0,30,0,0,0
929,-3,0,0,33,0,1,0
930,-3,0,-3,-3,0,1,0
931,-3,0,0,35,0,1,0
932,-3,0,0,40,0,1,0
933,-3,0,0,55,0,1,0
934,-3,0,-3,30,0,1,0
935,-3,0,0,40,0,1,0
936,-3,0,1,14,0,1,0
937,-3,0,0,35,0,1,0
938,-3,0,-3,35,0,1,0
939,-3,0,0,45,0,1,0
940,-3,0,0,35,0,1,0
941,-3,0,0,55,0,0,0
942,-3,0,0,45,0,1,0
943,-3,0,0,50,0,0,0
944,-3,0,0,45,0,1,0
945,-3,0,0,35,0,1,0
946,-3,0,0,35,0,1,0
947,-3,0,0,31,0,1,0
948,-3,0,0,30,0,1,0
949,-3,0,1,-3,0,0,0
950,-3,0,0,35,0,1,0
951,-3,0,0,40,0,1,0
952,-3,0,1,5,0,1,0
953,-3,0,0,55,0,1,0
954,-3,0,0,35,0,1,0
955,-3,0,0,30,0,1,0
956,-3,0,0,35,0,1,0
957,-3,0,0,35,0,1,0
958,-3,0,0,45,0,1,0
959,-3,0,-3,35,0,1,0
960,-3,0,0,45,0,1,0
961,-3,0,0,30,0,0,0
962,-3,0,1,-3,0,0,0
963,-3,0,-3,45,0,1,0
964,-3,0,0,45,0,1,0
965,-3,0,0,40,0,1,0
966,-3,0,0,30,0,1,0
967,-3,0,-3,35,0,1,0
968,-3,0,0,35,0,1,0
969,-3,0,-3,45,0,0,0
970,-3,0,0,35,0,1,0
971,-3,0,0,30,0,1,0
972,-3,0,0,35,0,1,0
973,-3,0,0,40,0,1,0
974,-3,0,0,45,0,0,0
975,-3,0,0,47,0,1,0
976,-3,0,0,40,0,1,0
977,-3,0,-3,40,0,1,0
978,-3,0,0,30,0,1,0
979,-3,0,1,15,0,0,0
980,-3,0,0,45,0,1,0
981,-3,0,0,30,0,1,0
982,-3,0,0,50,0,1,0
983,-3,0,0,30,0,1,0
984,-3,0,-3,40,0,1,0
985,-3,0,0,30,0,1,0
986,-3,0,1,0,0,1,0
987,-3,0,0,36,0,1,0
988,-3,0,0,40,0,1,0
989,-3,0,-3,40,0,1,0
990,-3,0,0,35,0,1,0
991,-3,0,0,35,0,0,0
992,-3,0,0,45,0,1,0
993,-3,0,0,45,0,1,0
994,-3,0,1,-3,0,1,0
995,-3,0,0,35,0,1,0
996,-3,0,0,35,0,0,0
997,-3,0,0,25,0,1,0
998,-3,0,0,30,0,1,0
999,-3,0,1,0,0,1,0
1000,-3,0,0,31,0,1,0
1001,-3,0,0,34,0,1,0
1002,-3,0,0,40,0,0,0
1003,-3,0,-3,35,0,1,0
1004,-3,0,0,35,0,1,0
1005,-3,0,0,25,0,0,0
1006,-3,0,0,38,0,0,0
1007,-3,0,0,55,0,1,0
1008,-3,0,0,45,0,1,0
1009,-3,0,0,35,0,1,0
1010,-3,0,0,35,0,1,0
1011,-3,0,-3,45,0,1,0
1012,-3,0,0,45,0,0,0
1013,-3,0,0,37,0,1,0
1014,-3,0,0,35,0,1,0
1015,-3,0,-3,22,0,1,0
1016,-3,0,1,11,0,0,0
1017,-3,0,1,5,0,1,0
1018,-3,0,0,40,0,1,0
1019,-3,0,-3,45,0,0,0
1020,-3,0,0,40,0,1,0
1021,-3,0,1,0,0,0,0
1022,-3,0,1,-3,0,1,0
1023,-3,0,0,40,0,1,0
1024,-3,0,-3,35,0,1,0
1025,-3,0,0,35,0,0,0
1026,-3,0,0,30,0,1,0
1027,-3,0,0,35,0,1,0
1028,-3,0,0,50,0,0,0
1029,-3,0,-3,55,0,0,0
1030,-3,0,0,40,0,1,0
1031,-3,0,0,25,0,0,0
1032,-3,0,0,46,0,1,0
1033,-3,0,-3,30,0,1,0
1034,-3,0,0,47,0,1,0
1035,-3,0,0,50,0,1,0
1036,-3,0,0,30,0,1,0
1037,-3,0,0,30,0,1,0
1038,-3,0,0,55,0,1,0
1039,-3,0,1,50,0,0,0
1040,-3,0,-3,-3,0,1,0
1041,-3,0,0,30,0,1,0
1042,-3,0,-3,55,0,1,0
1043,-3,0,1,-3,0,1,0
1044,-3,0,0,30,0,1,0
1045,-3,0,1,0,0,1,0
1046,-3,0,0,35,0,0,0
1047,-3,0,1,0,0,1,0
1048,-3,0,0,30,0,1,0
1049,-3,0,0,40,0,1,0
1050,-3,0,0,30,0,1,0
1051,-3,0,0,15,0,1,0
1052,-3,0,0,30,0,1,0
1053,-3,0,0,38,0,0,0
1054,-3,0,0,40,0,1,0
1055,-3,0,0,28,0,0,0
1056,-3,0,-3,40,0,1,0
1057,-3,0,0,40,0,1,0
1058,-3,0,0,52,0,1,0
1059,-3,0,-3,35,0,1,0
1060,-3,0,1,10,0,1,0
1061,-3,0,0,30,0,1,0
1062,-3,0,0,55,0,1,0
1063,-3,0,0,35,0,0,0
1064,-3,0,0,50,0,1,0
1065,-3,0,0,30,0,0,0
1066,-3,0,1,-3,0,1,0
1067,-3,0,-3,-3,0,1,0
1068,-3,0,0,30,0,1,0
1069,-3,0,1,5,0,1,0
1070,-3,0,0,27,0,1,0
1071,-3,0,0,40,0,1,0
1072,-3,0,0,30,0,1,0
1073,-3,0,1,5,0,1,0
1074,-3,0,0,35,0,1,0
1075,-3,0,1,5,0,1,0
1076,-3,0,-3,45,0,1,0
1077,-3,0,-3,50,0,1,0
1078,-3,0,-3,-3,0,1,0
1079,-3,0,1,10,0,0,0
1080,-3,0,0,45,0,0,0
1081,-3,0,0,25,0,1,0
1082,-3,0,1,0,0,1,0
1083,-3,0,0,50,0,1,0
1084,-3,0,0,35,0,1,0
1085,-3,0,1,24,0,1,0
1086,-3,0,0,35,0,1,0
1087,-3,0,1,15,0,1,0
1088,-3,0,0,30,0,1,0
1089,-3,0,0,45,0,1,0
1090,-3,0,0,45,0,1,0
1091,-3,0,1,21,0,0,0
1092,-3,0,0,35,0,1,0
1093,-3,0,-3,50,0,1,0
1094,-3,0,0,45,0,1,0
1095,-3,0,0,45,0,1,0
1096,-3,0,0,45,0,0,0
1097,-3,0,1,0,0,1,0
1098,-3,0,0,50,0,1,0
1099,-3,0,0,55,0,1,0
1100,-3,0,1,5,0,0,0
1101,-3,0,0,48,0,1,0
1102,-3,0,0,45,0,1,0
1103,-3,0,0,35,0,1,0
1104,-3,0,0,50,0,0,0
1105,-3,0,0,45,0,1,0
1106,-3,0,-3,35,0,1,0
1107,-3,0,0,40,0,0,0
1108,-3,0,0,45,0,1,0
1109,-3,0,0,45,0,1,0
1110,-3,0,-3,30,0,0,0
1111,-3,0,0,35,0,1,0
1112,-3,0,0,36,0,1,0
1113,-3,0,0,45,0,1,0
1114,-3,0,0,50,0,1,0
1115,-3,0,0,40,0,1,0
1116,-3,0,-3,45,0,1,0
1117,-3,0,-3,45,0,1,0
1118,-3,0,0,35,0,1,0
1119,-3,0,0,30,0,0,0
1120,-3,0,0,35,0,1,0
1121,-3,0,0,40,0,1,0
1122,-3,0,-3,35,0,1,0
1123,-3,0,1,-3,0,1,0
1124,-3,0,1,0,0,0,0
1125,-3,0,0,45,0,1,0
1126,-3,0,0,30,0,0,0
1127,-3,0,0,30,0,0,0
1128,-3,0,0,30,0,1,0
1129,-3,0,0,25,0,1,0
1130,-3,0,0,30,0,1,0
1131,-3,0,1,-3,0,1,0
1132,-3,0,1,25,0,1,0
1133,-3,0,0,30,0,1,0
1134,-3,0,0,47,0,0,0
1135,-3,0,1,20,0,1,0
1136,-3,0,-3,55,0,1,0
1137,-3,0,0,30,0,1,0
1138,-3,0,0,30,0,0,0
1139,-3,0,0,35,0,1,0
1140,-3,0,-3,30,0,1,0
1141,-3,0,0,30,0,0,0
1142,-3,0,-3,45,0,1,0
1143,-3,0,1,55,0,1,0
1144,-3,0,0,30,0,1,0
1145,-3,0,0,35,0,1,0
1146,-3,0,0,50,0,1,0
1147,-3,0,-3,45,0,1,0
1148,-3,0,0,35,0,0,0
1149,-3,0,0,40,0,1,0
1150,-3,0,0,45,0,1,0
1151,-3,0,-3,35,0,0,0
1152,-3,0,0,40,0,1,0
1153,-3,0,0,37,0,0,0
1154,-3,0,1,0,0,1,0
1155,-3,0,0,45,0,0,0
1156,-3,0,0,38,0,1,0
1157,-3,0,0,30,0,1,0
1158,-3,0,0,40,0,1,0
1159,-3,0,0,35,0,1,0
1160,-3,0,0,40,0,1,0
1161,-3,0,-3,30,0,1,0
1162,-3,0,0,55,0,1,0
1163,-3,0,0,50,0,1,0
1164,-3,0,0,41,0,1,0
1165,-3,0,-3,35,0,1,0
1166,-3,0,0,25,0,1,0
1167,-3,0,-3,45,0,0,0
1168,-3,0,0,40,0,1,0
1169,-3,0,1,15,0,1,0
1170,-3,0,-3,45,0,1,0
1171,-3,0,0,30,0,1,0
1172,-3,0,0,35,0,1,0
1173,-3,0,-3,30,0,0,0
1174,-3,0,0,35,0,0,0
1175,-3,0,-3,42,0,1,0
1176,-3,0,0,30,0,1,0
1177,-3,0,0,55,0,1,0
1178,-3,0,0,50,0,1,0
1179,-3,0,0,30,0,1,0
1180,-3,0,0,40,0,1,0
1181,-3,0,0,45,0,1,0
1182,-3,0,0,30,0,1,0
1183,-3,0,0,30,0,1,0
1184,-3,0,0,40,0,1,0
1185,-3,0,0,36,0,1,0
1186,-3,0,0,35,0,1,0
1187,-3,0,0,37,0,1,0
1188,-3,0,0,43,0,1,0
1189,-3,0,0,40,0,1,0
1190,-3,0,0,26,0,1,0
1191,-3,0,-3,55,0,1,0
1192,-3,0,0,25,0,1,0
1193,-3,0,0,40,0,1,0
1194,-3,0,-3,31,0,1,0
1195,-3,0,1,0,0,1,0
1196,-3,0,0,45,0,1,0
1197,-3,0,0,35,0,1,0
1198,-3,0,1,0,0,1,0
1199,-3,0,1,0,0,1,0
1200,-3,0,1,0,0,1,0
1201,-3,0,0,40,0,1,0
1202,-3,0,0,45,0,1,0
1203,-3,0,0,30,0,1,0
1204,-3,0,0,56,0,1,0
1205,-3,0,0,45,0,1,0
1206,-3,0,0,30,0,1,0
1207,-3,0,1,3,0,1,0
1208,-3,0,0,40,0,1,0
1209,-3,0,0,55,0,1,0
1210,-3,0,0,33,0,1,0
1211,-3,0,0,30,0,1,0
1212,-3,0,0,30,0,1,0
1213,-3,0,0,30,0,1,0
1214,-3,0,0,35,0,1,0
1215,-3,0,0,32,0,1,0
1216,-3,0,1,15,0,1,0
1217,-3,0,0,35,0,0,0
1218,-3,0,0,25,0,1,0
1219,-3,0,0,30,0,1,0
1220,-3,0,0,55,0,1,0
1221,-3,0,0,45,0,1,0
1222,-3,0,-3,35,0,0,0
1223,-3,0,-3,35,0,1,0
1224,-3,0,0,40,0,1,0
1225,-3,0,0,30,0,0,0
1226,-3,0,1,10,0,0,0
1227,-3,0,1,0,0,1,0
1228,-3,0,0,35,0,1,0
1229,-3,0,0,30,0,1,0
1230,-3,0,0,40,0,1,0
1231,-3,0,0,56,0,1,0
1232,-3,0,0,40,0,1,0
1233,-3,0,0,35,0,1,0
1234,-3,0,0,30,0,1,0
1235,-3,0,0,36,0,0,0
1236,-3,0,-3,-3,0,1,0
1237,-3,0,-3,40,0,1,0
1238,-3,0,0,40,0,1,0
1239,-3,0,0,40,0,1,0
1240,-3,0,0,35,0,1,0
1241,-3,0,0,25,0,1,0
1242,-3,0,0,50,0,1,0
1243,-3,0,0,50,0,1,0
1244,-3,0,0,30,0,0,0
1245,-3,0,0,35,0,1,0
1246,-3,0,0,40,0,1,0
1247,-3,0,0,32,0,0,0
1248,-3,0,-3,45,0,1,0
1249,-3,0,0,40,0,0,0
1250,-3,0,0,30,0,1,0
1251,-3,0,0,35,0,1,0
1252,-3,0,0,30,0,0,0
1253,-3,0,0,39,0,1,0
1254,-3,0,0,38,0,1,0
1255,-3,0,0,29,0,1,0
1256,-3,0,-3,37,0,1,0
1257,-3,0,-3,30,0,1,0
1258,-3,0,0,40,0,1,0
1259,-3,0,0,30,0,1,0
1260,-3,0,0,35,0,1,0
1261,-3,0,0,49,0,1,0
1262,-3,0,0,35,0,1,0
1263,-3,0,0,48,0,0,0
1264,-3,0,0,33,0,1,0
1265,-3,0,0,40,0,0,0
1266,-3,0,-3,30,0,1,0
1267,-3,0,0,31,0,1,0
1268,-3,0,0,50,0,1,0
1269,-3,0,0,30,0,0,0
1270,-3,0,0,40,0,1,0
1271,-3,0,0,48,0,1,0
1272,-3,0,0,45,0,1,0
1273,-3,0,-3,-3,0,0,0
1274,-3,0,0,45,0,1,0
1275,-3,0,0,33,0,1,0
1276,-3,0,0,35,0,1,0
1277,-3,0,-3,40,0,0,0
1278,-3,0,1,30,0,1,0
1279,-3,0,0,45,0,1,0
1280,-3,0,0,40,0,1,0
1281,-3,0,-3,35,0,0,0
1282,-3,0,0,45,0,1,0
1283,-3,0,0,50,0,1,0
1284,-3,0,-3,32,0,1,0
1285,-3,0,0,40,0,0,0
1286,-3,0,0,52,0,1,0
1287,-3,0,1,0,0,1,0
1288,-3,0,-3,50,0,1,0
1289,-3,0,0,30,0,1,0
1290,-3,0,-3,45,0,1,0
1291,-3,0,0,45,0,1,0
1292,-3,0,0,40,0,1,0
1293,-3,0,1,15,0,1,0
1294,-3,0,0,45,0,1,0
1295,-3,0,0,35,0,1,0
1296,-3,0,0,45,0,1,0
1297,-3,0,0,30,0,0,0
1298,-3,0,0,45,0,1,0
1299,-3,0,1,30,0,0,0
1300,-3,0,0,38,0,1,0
1301,-3,0,0,35,0,1,0
1302,-3,0,0,35,0,1,0
1303,-3,0,0,30,0,1,0
1304,-3,0,-3,30,0,1,0
1305,-3,0,0,55,0,1,0
1306,-3,0,0,35,0,0,0
1307,-3,0,0,25,0,1,0
1308,-3,0,0,50,0,1,0
1309,-3,0,0,47,0,0,0
1310,-3,0,0,40,0,1,0
1311,-3,0,0,50,0,0,0
1312,-3,0,0,35,0,1,0
1313,-3,0,-3,40,0,1,0
1314,-3,0,0,55,0,0,0
1315,-3,0,0,40,0,0,0
1316,-3,0,0,45,0,0,0
1317,-3,0,0,50,0,1,0
1318,-3,0,-3,-3,0,1,0
1319,-3,0,0,35,0,1,0
1320,-3,0,0,30,0,1,0
1321,-3,0,0,35,0,0,0
1322,-3,0,0,40,0,1,0
1323,-3,0,0,35,0,1,0
1324,-3,0,-3,20,0,1,0
1325,-3,0,0,43,0,0,0
1326,-3,0,0,30,0,0,0
1327,-3,0,0,40,0,1,0
1328,-3,0,1,1,0,0,0
1329,-3,0,0,45,0,1,0
1330,-3,0,0,28,0,0,0
1331,-3,0,0,45,0,1,0
1332,-3,0,0,55,0,0,0
1333,-3,0,0,35,0,1,0
1334,-3,0,0,45,0,1,0
1335,-3,0,0,35,0,1,0
1336,-3,0,0,25,0,1,0
1337,-3,0,0,40,0,1,0
1338,-3,0,0,50,0,1,0
1339,-3,0,0,45,0,1,0
1340,-3,0,-3,45,0,1,0
1341,-3,0,0,45,0,1,0
1342,-3,0,0,38,0,0,0
1343,-3,0,-3,40,0,0,0
1344,-3,0,0,40,0,1,0
1345,-3,0,0,52,0,1,0
1346,-3,0,0,30,0,1,0
1347,-3,0,0,40,0,1,0
1348,-3,0,-3,-3,0,1,0
1349,-3,0,0,30,0,1,0
1350,-3,0,0,35,0,0,0
1351,-3,0,-3,55,0,1,0
1352,-3,0,0,30,0,1,0
1353,-3,0,-3,40,0,1,0
1354,-3,0,0,35,0,1,0
1355,-3,0,0,55,0,0,0
1356,-3,0,0,41,0,1,0
1357,-3,0,0,40,0,1,0
1358,-3,0,0,40,0,0,0
1359,-3,0,0,40,0,1,0
1360,-3,0,0,41,0,0,0
1361,-3,0,-3,-3,0,1,0
1362,-3,0,0,50,0,1,0
1363,-3,0,0,35,0,0,0
1364,-3,0,-3,30,0,1,0
1365,-3,0,-3,35,0,0,0
1366,-3,0,1,10,0,1,0
1367,-3,0,0,45,0,1,0
1368,-3,0,0,40,0,1,0
1369,-3,0,0,29,0,1,0
1370,-3,0,0,40,0,1,0
1371,-3,0,0,30,0,1,0
1372,-3,0,0,30,0,1,0
1373,-3,0,0,28,0,1,0
1374,-3,0,0,55,0,1,0
1375,-3,0,0,31,0,1,0
1376,-3,0,0,40,0,1,0
1377,-3,0,-3,50,0,0,0
1378,-3,0,0,45,0,1,0
1379,-3,0,-3,25,0,1,0
1380,-3,0,0,25,0,1,0
1381,-3,0,0,38,0,1,0
1382,-3,0,0,40,0,1,0
1383,-3,0,1,-3,0,0,0
1384,-3,0,0,35,0,0,0
1385,-3,0,0,30,0,1,0
1386,-3,0,0,45,0,1,0
1387,-3,0,0,40,0,1,0
1388,-3,0,0,35,0,1,0
1389,-3,0,0,45,0,1,0
1390,-3,0,0,35,0,1,0
1391,-3,0,1,-3,0,1,0
1392,-3,0,0,30,0,1,0
1393,-3,0,0,35,0,1,0
1394,-3,0,0,45,0,1,0
1395,-3,0,0,40,0,0,0
1396,-3,0,1,20,0,1,0
1397,-3,0,-3,29,0,1,0
1398,-3,0,0,50,0,0,0
1399,-3,0,0,55,0,1,0
1400,-3,0,0,31,0,1,0
1401,-3,0,0,30,0,0,0
1402,-3,0,0,30,0,1,0
1403,-3,0,0,35,0,1,0
1404,-3,0,0,36,0,0,0
1405,-3,0,0,46,0,0,0
1406,-3,0,0,45,0,1,0
1407,-3,0,-3,30,0,1,0
1408,-3,0,1,-3,0,1,0
1409,-3,0,0,36,0,1,0
1410,-3,0,1,20,0,0,0
1411,-3,0,0,30,0,1,0
1412,-3,0,0,55,0,0,0
1413,-3,0,0,30,0,1,0
1414,-3,0,0,35,0,1,0
1415,-3,0,0,45,0,1,0
1416,-3,0,0,25,0,1,0
1417,-3,0,-3,-3,0,0,0
1418,-3,0,0,30,0,1,0
1419,-3,0,0,40,0,1,0
1420,-3,0,0,24,0,1,0
1421,-3,0,-3,40,0,1,0
1422,-3,0,-3,40,0,1,0
1423,-3,0,-3,-3,0,1,0
1424,-3,0,-3,37,0,1,0
1425,-3,0,0,25,0,1,0
1426,-3,0,-3,45,0,1,0
1427,-3,0,0,30,0,1,0
1428,-3,0,0,35,0,1,0
1429,-3,0,0,40,0,1,0
1430,-3,0,0,55,0,1,0
1431,-3,0,0,34,0,1,0
1432,-3,0,0,40,0,0,0
1433,-3,0,1,5,0,0,0
1434,-3,0,0,36,0,0,0
1435,-3,0,0,35,0,0,0
1436,-3,0,0,32,0,1,0
1437,-3,0,-3,30,0,1,0
1438,-3,0,0,45,0,1,0
1439,-3,0,0,40,0,0,0
1440,-3,0,0,50,0,1,0
1441,-3,0,0,45,0,1,0
1442,-3,0,-3,30,0,1,0
1443,-3,0,-3,43,0,1,0
1444,-3,0,-3,25,0,1,0
1445,-3,0,0,44,0,1,0
1446,-3,0,0,42,0,1,0
1447,-3,0,0,25,0,1,0
1448,-3,0,-3,30,0,1,0
1449,-3,0,0,50,0,1,0
1450,-3,0,0,40,0,1,0
1451,-3,0,0,30,0,1,0
1452,-3,0,0,35,0,1,0
1453,-3,0,0,53,0,1,0
1454,-3,0,0,40,0,1,0
1455,-3,0,0,50,0,1,0
1456,-3,0,0,35,0,1,0
1457,-3,0,0,33,0,1,0
1458,-3,0,0,25,0,1,0
1459,-3,0,0,35,0,0,0
1460,-3,0,0,40,0,1,0
1461,-3,0,0,30,0,1,0
1462,-3,0,0,30,0,1,0
1463,-3,0,0,35,0,0,0
1464,-3,0,0,50,0,1,0
1465,-3,0,-3,31,0,1,0
1466,-3,0,-3,40,0,1,0
1467,-3,0,0,45,0,0,0
1468,-3,0,0,54,0,1,0
1469,-3,0,0,35,0,1,0
1470,-3,0,0,30,0,1,0
1471,-3,0,0,50,0,0,0
1472,-3,0,0,35,0,1,0
1473,-3,0,-3,30,0,1,0
1474,-3,0,-3,30,0,0,0
1475,-3,0,-3,40,0,1,0
1476,-3,0,0,50,0,1,0
1477,-3,0,-3,-3,0,0,0
1478,-3,0,-3,-3,0,1,0
1479,-3,0,1,15,0,1,0
1480,-3,0,0,41,0,1,0
1481,-3,0,0,31,0,1,0
1482,-3,0,0,35,0,0,0
1483,-3,0,0,20,0,1,0
1484,-3,0,0,50,0,1,0
1485,-3,0,0,35,0,1,0
1486,-3,0,0,45,0,1,0
1487,-3,0,0,35,0,1,0
1488,-3,0,0,55,0,1,0
1489,-3,0,0,45,0,1,0
1490,-3,0,1,-3,0,1,0
1491,-3,0,0,30,0,1,0
1492,-3,0,0,45,0,1,0
1493,-3,0,0,45,0,1,0
1494,-3,0,1,55,0,1,0
1495,-3,0,0,40,0,0,0
1496,-3,0,1,0,0,1,0
1497,-3,0,-3,45,0,1,0
1498,-3,0,1,21,0,0,0
1499,-3,0,0,30,0,1,0
1500,-3,0,0,50,0,1,0
1501,-3,0,0,30,0,0,0
1502,-3,0,0,25,0,1,0
1503,-3,0,0,50,0,1,0
1504,-3,0,0,35,0,1,0
1505,-3,0,-3,35,0,1,0
1506,-3,0,0,35,0,1,0
1507,-3,0,0,30,0,0,0
1508,-3,0,0,57,0,0,0
1509,-3,0,0,30,0,1,0
1510,-3,0,-3,-3,0,1,0
1511,-3,0,1,45,0,0,0
1512,-3,0,0,40,0,1,0
1513,-3,0,0,20,0,1,0
1514,-3,0,0,40,0,0,0
1515,-3,0,0,40,0,0,0
1516,-3,0,0,40,0,1,0
1517,-3,0,0,30,0,1,0
1518,-3,0,0,42,0,0,0
1519,-3,0,1,-3,0,1,0
1520,-3,0,0,30,0,1,0
1521,-3,0,0,40,0,1,0
1522,-3,0,1,-3,0,1,0
1523,-3,0,0,25,0,0,0
1524,-3,0,0,45,0,1,0
1525,-3,0,1,5,0,1,0
1526,-3,0,0,32,0,0,0
1527,-3,0,-3,30,0,0,0
1528,-3,0,1,25,0,1,0
1529,-3,0,0,40,0,1,0
1530,-3,0,1,10,0,1,0
1531,-3,0,0,40,0,0,0
1532,-3,0,-3,35,0,1,0
1533,-3,0,0,45,0,1,0
1534,-3,0,0,30,0,1,0
1535,-3,0,0,50,0,1,0
1536,-3,0,1,10,0,1,0
1537,-3,0,0,30,0,1,0
1538,-3,0,-3,35,0,1,0
1539,-3,0,0,45,0,1,0
1540,-3,0,0,35,0,1,0
1541,-3,0,0,40,0,1,0
1542,-3,0,0,55,0,1,0
1543,-3,0,0,40,0,1,0
1544,-3,0,0,30,0,0,0
1545,-3,0,0,45,0,0,0
1546,-3,0,-3,-3,0,1,0
1547,-3,0,0,25,0,1,0
1548,-3,0,0,43,0,1,0
1549,-3,0,0,37,0,1,0
1550,-3,0,0,45,0,1,0
1551,-3,0,0,58,0,1,0
1552,-3,0,0,40,0,1,0
1553,-3,0,0,57,0,0,0
1554,-3,0,0,50,0,1,0
1555,-3,0,1,10,0,1,0
1556,-3,0,0,40,0,1,0
1557,-3,0,0,45,0,1,0
1558,-3,0,0,45,0,1,0
1559,-3,0,0,55,0,1,0
1560,-3,0,1,30,0,1,0
1561,-3,0,0,28,0,1,0
1562,-3,0,0,45,0,1,0
1563,-3,0,0,20,0,1,0
1564,-3,0,0,30,0,1,0
1565,-3,0,0,45,0,1,0
1566,-3,0,0,55,0,1,0
1567,-3,0,0,35,0,0,0
1568,-3,0,0,37,0,1,0
1569,-3,0,0,30,0,0,0
1570,-3,0,0,50,0,1,0
1571,-3,0,0,35,0,1,0
1572,-3,0,-3,35,0,1,0
1573,-3,0,0,35,0,1,0
1574,-3,0,0,30,0,1,0
1575,-3,0,0,30,0,1,0
1576,-3,0,-3,45,0,0,0
1577,-3,0,0,45,0,1,0
1578,-3,0,0,35,0,1,0
1579,-3,0,0,35,0,1,0
1580,-3,0,0,40,0,1,0
1581,-3,0,0,45,0,1,0
1582,-3,0,0,40,0,1,0
